"종목","기호","거래소","부문","산업"
"Westwood Hldg","WHG","뉴욕","금융","투자 서비스"
"HomeTrust Bancshares Inc","HTBI","나스닥","금융","지방 은행"
"United Community Financial","UCFC","나스닥","금융","지방 은행"
"Independent Bank Corp","IBCP","나스닥","금융","지방 은행"
"Greenhill","GHL","뉴욕","금융","투자 서비스"
"AG Mortgag","MITT","뉴욕","금융","다종 금융 서비스"
"Republic First","FRBK","나스닥","금융","지방 은행"
"Health Insurance Innovations Inc","HIIQ","나스닥","금융","보험(상해와 건강)"
"F.F.I.","FISI","나스닥","금융","지방 은행"
"PennantPark Inv","PNNT","나스닥","금융","다종 금융 서비스"
"Arrow Financial","AROW","나스닥","금융","지방 은행"
"OFG Bancorp","OFG","뉴욕","금융","지방 은행"
"Sutherland Asset Management","SLD","뉴욕","금융","소비자 금융 서비스"
"Sun Bancorp","SNBC","나스닥","금융","지방 은행"
"Atlantic Capital Bancshares Inc","ACBI","나스닥","금융","지방 은행"
"Moneygram Int.","MGI","나스닥","금융","다종 금융 서비스"
"First Mid Illinois Bancshares","FMBH","나스닥","금융","지방 은행"
"Lindblad Expeditions","LIND","나스닥","금융","다종 금융 서비스"
"Ellington Financial LLC","EFC","뉴욕","금융","소비자 금융 서비스"
"CNB Financial","CCNE","나스닥","금융","지방 은행"
"Carter Bank & Trust","CARE","OTC Markets","금융","지방 은행"
"Blackrock Kelso","BKCC","나스닥","금융","다종 금융 서비스"
"Crawford & Co","CRDa","뉴욕","금융","보험(다종)"
"Crawford B","CRDb","뉴욕","금융","보험(다종)"
"Altisource Portfolio Solutions","ASPS","나스닥","금융","소비자 금융 서비스"
"Bar Harbor Bshr","BHB","뉴욕","금융","지방 은행"
"Hingham Instit","HIFS","나스닥","금융","저축대부조합/저축은행"
"Cptl City Bank","CCBG","나스닥","금융","지방 은행"
"Franklin Financial Network Inc","FSB","뉴욕","금융","지방 은행"
"RBB Bancorp","RBB","나스닥","금융","지방 은행"
"Bank of Marin","BMRC","나스닥","금융","지방 은행"
"Donegal Group","DGICA","나스닥","금융","보험 (손해)"
"Donegal Group (B)","DGICB","나스닥","금융","보험 (손해)"
"West BanCorp","WTBA","나스닥","금융","지방 은행"
"Old Line Bancshar","OLBK","나스닥","금융","지방 은행"
"Enterprise Bcor","EBTC","나스닥","금융","지방 은행"
"F.C.B.","FBNK","나스닥","금융","지방 은행"
"NASB Financial","NASB","OTC Markets","금융","지방 은행"
"Western Ass M.C","WMC","뉴욕","금융","다종 금융 서비스"
"Old Second Bancorp","OSBC","나스닥","금융","지방 은행"
"Sierra Bancorp","BSRR","나스닥","금융","지방 은행"
"Heritage Insurance","HRTG","뉴욕","금융","보험 (손해)"
"MidWestOne","MOFG","나스닥","금융","지방 은행"
"On Deck Capital Inc","ONDK","뉴욕","금융","소비자 금융 서비스"
"Farmers Ntnl","FMNB","나스닥","금융","지방 은행"
"Orchid Isla","ORC","뉴욕","금융","다종 금융 서비스"
"Bear State Finan","BSF","나스닥","금융","지방 은행"
"PCSB Financial","PCSB","나스닥","금융","지방 은행"
